45,139.3497,16366.8894,11745.19,3.0967,363.7087,2905,64,139.3497,16366.8894,18803.8939
48,846.9978,4327.9331,510.97,17.6458,90.1653,162,3,846.9978,4327.9331,6776.3364
7,31.2522,31.1106,99.55,4.4646,4.4444,7,1,31.2522,31.1106,31.2522
1,0.0006,0,0,0.0006,0,1,1,0.0006,0,0.0006
38976,182427.2328,10496901.7,5754.02,4.6805,269.3171,49243,1,182427.2328,10496901.7,316936.2564
85,491.5925,475.7017,96.77,5.7834,5.5965,85,1,491.5925,475.7017,491.5925
4489,105099.6897,102639.7272,97.66,23.4127,22.8647,4843,1,105099.6897,102639.7272,112564.4278
4819,248.1511,96.3328,38.82,0.0515,0.02,4982,1,248.1511,96.3328,1149.5711
69489,46273.5458,33709.1281,72.85,0.6659,0.4851,69489,1,46273.5458,33709.1281,46273.5458
4,0.0489,0.0414,84.66,0.0122,0.0103,4,1,0.0489,0.0414,0.0489
11,0.1528,0.1672,109.45,0.0139,0.0152,11,1,0.1528,0.1672,1.0617
56890,122699.0406,575977.3886,469.42,2.1568,10.1244,196212,3,122699.0406,575977.3886,994402.8136
245,5741.6636,18412.1569,320.68,23.4354,75.1517,478,1,5741.6636,18412.1569,23083.8444
12168,58153.6122,505663.4333,869.53,4.7792,41.5568,69737,5,58153.6122,505663.4333,646347.3744
4,0.3356,0,0,0.0839,0,4,1,0.3356,0,0.3356
4,0.2553,0.2536,99.35,0.0638,0.0634,4,1,0.2553,0.2536,0.5058
262592,863538.4794,92589125.1,10722.06,3.2885,352.5969,268289,1,863538.4794,92589125.1,867775.6433
79,407.9903,25716.9017,6303.31,5.1644,325.5304,515,6,407.9903,25716.9017,25997.7608
884,3300.8306,22821.1056,691.37,3.734,25.8157,8593,9,3300.8306,22821.1056,68796.1011
44942,19560.2217,12872.9867,65.81,0.4352,0.2864,45724,1,19560.2217,12872.9867,23558.7519
350171,300212.0269,26378244.47,8786.54,0.8573,75.3296,417667,1,300212.0269,26378244.47,990903.3014
9621,18232.6539,134225.0892,736.18,1.8951,13.9513,9621,1,18232.6539,134225.0892,135604.2769
2,4.76,74.8414,1572.3,2.38,37.4207,25,12,4.76,74.8414,75.4133
5028,145144.7031,376590.4628,259.46,28.8673,74.8987,34768,6,145144.7031,376590.4628,392152.0542
429,29.8731,28.3625,94.94,0.0696,0.0661,441,1,29.8731,28.3625,30.3197
145,18.8725,18.9983,100.67,0.1302,0.131,285,1,18.8725,18.9983,19.4931
109,9.3389,8.7361,93.55,0.0857,0.0801,3066,28,9.3389,8.7361,226.3778
3509,7659.1519,14211.885,185.55,2.1827,4.0501,3579,1,7659.1519,14211.885,26057.2569
39,0.8872,0.4525,51,0.0227,0.0116,39,1,0.8872,0.4525,0.9181
316,2405.6753,7022.9144,291.93,7.6129,22.2244,324,1,2405.6753,7022.9144,7686.6217
1491,1686.4247,2432.625,144.25,1.1311,1.6315,1653,1,1686.4247,2432.625,4793.0672
69729,9301.9544,6355.9039,68.33,0.1334,0.0912,540837,7,9301.9544,6355.9039,25275.19
10,4.8611,4.7575,97.87,0.4861,0.4757,10,1,4.8611,4.7575,4.8611
7015,1363.8506,264.8733,19.42,0.1944,0.0378,7015,1,1363.8506,264.8733,1363.8506
1,0.0058,0.0047,80.95,0.0058,0.0047,1,1,0.0058,0.0047,0.0058
360,12760.1642,12722.6017,99.71,35.4449,35.3406,360,1,12760.1642,12722.6017,12760.1642
1159,37513.8264,37000.7472,98.63,32.3674,31.9247,2923,2,37513.8264,37000.7472,37515.4733
51,112.2944,409.0522,364.27,2.2019,8.0206,51,1,112.2944,409.0522,884.4347
1072,1069.9617,1059.6147,99.03,0.9981,0.9884,1072,1,1069.9617,1059.6147,1071.0394
10483,19993.4406,12875.5556,64.4,1.9072,1.2282,10610,1,19993.4406,12875.5556,20012.4661
2875,37198.4919,34477.5775,92.69,12.9386,11.9922,2875,1,37198.4919,34477.5775,52661.2597
4357,10831.8158,10273285.71,94843.62,2.4861,2357.8806,4402,1,10831.8158,10273285.71,40691.5614
16,17.0958,17.205,100.64,1.0685,1.0753,16,1,17.0958,17.205,17.1919
482,1996.3292,1075.1678,53.86,4.1418,2.2306,494,1,1996.3292,1075.1678,3926.9578
6,81.4028,415.4969,510.42,13.5671,69.2495,6,1,81.4028,415.4969,651.2125
5,0.045,0.0364,80.86,0.009,0.0073,5,1,0.045,0.0364,0.045
1108,4272.5131,158882.1783,3718.71,3.8561,143.3955,57273,51,4272.5131,158882.1783,164627.685
3264,23331.6253,23919.3747,102.52,7.1482,7.3282,4192,1,23331.6253,23919.3747,34853.6181
13167,31479.1161,47566.3003,151.1,2.3908,3.6125,13521,1,31479.1161,47566.3003,82374.2628
325,8118.275,31179.4178,384.06,24.9793,95.9367,3675,11,8118.275,31179.4178,125714.3397
49179,520407.72,12088855.7,2322.96,10.5819,245.8134,569530,11,520407.72,12088855.7,3632728.004
29216,109810.6714,15524761.81,14137.75,3.7586,531.3788,30781,1,109810.6714,15524761.81,177515.8628
223082,274610.0886,239596.8683,87.25,1.231,1.074,223395,1,274610.0886,239596.8683,291127.6383
304857,119666.8511,777726.2378,649.91,0.3925,2.5511,328375,1,119666.8511,777726.2378,815333.1153
4,0.0822,0.0753,91.55,0.0206,0.0188,4,1,0.0822,0.0753,0.0822
540594,2563632.12,1409598.483,54.98,4.7423,2.6075,547768,1,2563632.12,1409598.483,3220651.758
2,0.1678,0,0,0.0839,0,2,1,0.1678,0,0.1678
51724,367201.215,15821947.5,4308.79,7.0992,305.8918,53134,1,367201.215,15821947.5,484182.2283
61434,772107.9697,488669.8047,63.29,12.5681,7.9544,96805,1,772107.9697,488669.8047,1625296.034
126,1170.9147,1758.8208,150.21,9.293,13.9589,126,1,1170.9147,1758.8208,3285.7119
2,0.1683,0,0,0.0842,0,2,1,0.1683,0,0.1683
2,0.0014,0.0003,20,0.0007,0.0001,2,1,0.0014,0.0003,0.0056
302,122.3947,133.4183,109.01,0.4053,0.4418,302,1,122.3947,133.4183,225.2525
120,380.2425,1080.1736,284.07,3.1687,9.0014,2375,19,380.2425,1080.1736,8539.1247
456,5511.0831,5462.1792,99.11,12.0857,11.9785,456,1,5511.0831,5462.1792,5511.0831
37956,36177.125,60370.7406,166.88,0.9531,1.5905,38245,1,36177.125,60370.7406,80808.2775
133,11.2425,6.8064,60.54,0.0845,0.0512,133,1,11.2425,6.8064,11.2425
323,2894.0528,2811.5236,97.15,8.9599,8.7044,340,1,2894.0528,2811.5236,2910.1664
34,12.9719,13.445,103.65,0.3815,0.3954,34,1,12.9719,13.445,12.9719
1,0.0003,0,0,0.0003,0,1,1,0.0003,0,0.0003
8006,76242.5208,45343.3539,59.47,9.5232,5.6637,13730,1,76242.5208,45343.3539,245974.4161
14947,15484.3733,3165.2008,20.44,1.036,0.2118,18932,1,15484.3733,3165.2008,24484.195
5998,40632.5056,34443.1503,84.77,6.7743,5.7424,6039,1,40632.5056,34443.1503,40632.8889
808,5453.1136,2441.3914,44.77,6.7489,3.0215,808,1,5453.1136,2441.3914,5453.1136
197,144.4414,143.4328,99.3,0.7332,0.7281,363,1,144.4414,143.4328,576.7981
22041,320409.3764,659042.4128,205.69,14.537,29.9007,22690,1,320409.3764,659042.4128,756850.5194
150,1294.8078,61587.8714,4756.53,8.6321,410.5858,9329,62,1294.8078,61587.8714,92821.5239
34,1.8497,1.0422,56.34,0.0544,0.0307,34,1,1.8497,1.0422,1.8619
42806,73211.6631,72784.1597,99.42,1.7103,1.7003,42806,1,73211.6631,72784.1597,90413.4933
14369,97240.9458,16123198.7,16580.67,6.7674,1122.0822,52378,3,97240.9458,16123198.7,211095.4706
1,0.0039,0.0006,14.29,0.0039,0.0006,1,1,0.0039,0.0006,0.0039
21576,650.2981,563.01,86.58,0.0301,0.0261,21576,1,650.2981,563.01,650.2981
1,0.0047,0,0,0.0047,0,1,1,0.0047,0,0.0047
983578,778944.8258,350836.8525,45.04,0.792,0.3567,1005037,1,778944.8258,350836.8525,1027170.065
36996,131006.6775,285537.6178,217.96,3.5411,7.7181,73935,1,131006.6775,285537.6178,299860.3125
71,64.9136,64.5375,99.42,0.9143,0.909,113,1,64.9136,64.5375,1400.6847
1,0.0839,0,0,0.0839,0,1,1,0.0839,0,0.0839
5,263.4258,262.1539,99.52,52.6852,52.4308,12,2,263.4258,262.1539,2952.8483
22386,119309.8322,133488.8322,111.88,5.3297,5.963,22776,1,119309.8322,133488.8322,153942.7192
89594,628532.8117,652962.6197,103.89,7.0153,7.288,89811,1,628532.8117,652962.6197,703060.5867
1,0.0003,0,0,0.0003,0,1,1,0.0003,0,0.0003
24,4.6811,12.5314,267.7,0.195,0.5221,24,1,4.6811,12.5314,36.7633
3,0.995,0.9897,99.47,0.3317,0.3299,3,1,0.995,0.9897,0.995
583,765.1833,1248.0531,163.11,1.3125,2.1407,583,1,765.1833,1248.0531,3144.7167
5038,8301.1511,46077.9894,555.08,1.6477,9.1461,5038,1,8301.1511,46077.9894,59892.825
3399,15202.7742,14824.6072,97.51,4.4727,4.3615,3560,1,15202.7742,14824.6072,28923.1269
